"asset_id","asset_discipline","asset_work_description","location","start_mileage","end_mileage","project_number","project_name","delivery_year"
"000001323530","Buildings","Glazing Repairs to Concourse Canopy","Chetnole",721,723,804777,"Project name 2","2017/18"
"000001323383","discipline 3","Refurbish TCS Block","Ashford (Middlesex)",113,114,588611,"Project name 3","2019/20"
"000001323531","discipline 3","PPM & Reactive MDU L&E","Teddington",467,468,208705,"Project name 2","2016/17"
"000001323578","discipline 3","Refurbish TCS Block","Chetnole",848,853,978226,"Project name 2","2019/20"
"000001323578","Electrification & Fixed Plant","Platform PM costs","Teddington",801,802,570328,"Project name 1","2017/18"
"000001323530","discipline 3","Canopy repairs","Virginia Water",343,349,706985,"Project name 3","2019/20"
"000001323402","Buildings","PPM & Reactive MDU L&E","Moreton (Dorest)",437,438,795725,"Project name 1","2016/17"
"000001323381","discipline 4","Asbestos management surveys","Fleet and Winchester",409,416,880769,"Project name 3","2016/17"
"000001323383","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","MDU's",429,430,319598,"Project name 1","2018/19"
"000001323578","Electrification & Fixed Plant","Refurbish TCS Block","Upwey",393,402,576636,"Project name 1","2019/20"
"000001323581","Buildings","Glazing Repairs to Concourse Canopy","Thornford",784,785,578399,"Project name 2","2019/20"
"000001323394","Buildings","Glazing Repairs to Concourse Canopy","Walton on Thames",772,774,500101,"Project name 3","2015/16"
"000001323381","Electrification & Fixed Plant","Canopy alterations. Contribution to TFL scheme","Micheldever",836,843,611653,"Project name 1","2019/20"
"000001324726","discipline 3","Refurbish TCS Block","Sunnymeads",10,13,632183,"Project name 3","2019/20"
"000001323587","Buildings","Platform repairs","LMD Bournemouth ",142,144,341235,"Project name 2","2016/17"
"000001323538","Buildings","Platform repairs","Alton",595,596,231780,"Project name 2","2016/17"
"000001323688","discipline 4","HVAC Renewal","St Margarets",959,961,991541,"Project name 3","2018/19"
"000001323416","discipline 3","Waterproofing works to LUL areas","St Margarets",599,600,999368,"Project name 2","2016/17"
"000001323565","Buildings","Refurbish Fleet Tech Block","Axminster",392,399,432375,"Project name 1","2017/18"
"000001323520","discipline 3","Platform Repairs","Whitton",648,658,570051,"Project name 3","2019/20"
"000001323699","discipline 4","Car Park Resurfacing","Wandsworth Town",949,958,549555,"Project name 2","2016/17"
"000001323521","discipline 3","Platform 2 Repairs","Motspur Park",191,196,450602,"Project name 1","2016/17"
"000001323416","discipline 4","Canopy repairs","Templecombe",84,87,589033,"Project name 1","2015/16"
"000001323530","discipline 4","Canopy and Box Gutter Repairs","Farnborough (Main)",824,825,103459,"Project name 1","2015/16"
"000001323395","discipline 3","Waterproofing works to LUL areas","Wraysbury",760,767,862620,"Project name 1","2017/18"
"000001323530","Buildings","Canopy and Box Gutter Repairs","Whitton",159,163,620532,"Project name 1","2015/16"
"000001323587","Buildings","Platform repairs.","LMD Basingstoke",255,257,926820,"Project name 1","2019/20"
"000001323614","discipline 4","Platform PM costs","Alton",403,404,177702,"Project name 3","2016/17"
"000001323530","discipline 4","Rewire/Relight","Hinchley Wood",31,37,446595,"Project name 1","2019/20"
"000001323565","Electrification & Fixed Plant","Refurbish TCS Block","Romsey",959,960,887451,"Project name 1","2016/17"
"000001323581","discipline 3","Glazing Repairs to Concourse Canopy","Upper Halliford",224,226,396895,"Project name 1","2016/17"
"000001323688","discipline 4","Ticket Office Refurb","Brockenhurst",580,586,814249,"Project name 2","2017/18"
"000001323519","Buildings","Asbestos management surveys","NDS Effingham ",335,338,569032,"Project name 1","2017/18"
"000001323614","discipline 4","Ticket Office Refurb","Queenstown Road",82,83,704827,"Project name 2","2018/19"
"000001323688","discipline 4","Platform repairs.","LMD Ryde ",196,199,880205,"Project name 2","2017/18"
"000001323581","discipline 4","Platform PM costs","Alton",906,911,465667,"Project name 2","2017/18"
"000001323581","discipline 4","Station Building Roof Repairs","NDS Effingham ",585,587,178055,"Project name 3","2016/17"
"000001323581","Buildings","Platform PM costs","LMD Basingstoke",548,551,544611,"Project name 1","2018/19"
"000001323393","Buildings","Canopy repairs","Micheldever",822,826,916660,"Project name 1","2018/19"
"000001323382","discipline 4","HVAC Renewal","Axminster",235,242,620033,"Project name 3","2016/17"
"000001323394","discipline 4","Ticket Office Refurb","Egham",480,481,524678,"Project name 1","2017/18"
"000001323697","discipline 3","Rewire/Relight","Raynes Park",285,286,903635,"Project name 1","2019/20"
"000001323521","discipline 3","Platform 2 Repairs","Woking ",879,886,380520,"Project name 3","2018/19"
"000001324741","Electrification & Fixed Plant","Platform PM costs","Whitchurch",804,805,150582,"Project name 1","2015/16"
"000001323382","Buildings","Refurbish Fleet Tech Block","Southampton Central",413,419,194845,"Project name 2","2017/18"
"000001323532","discipline 3","HVAC Renewal","Thornford",284,285,778344,"Project name 3","2017/18"
"000001323394","Buildings","Asbestos management surveys","LSB's",942,943,161528,"Project name 1","2017/18"
"000001323416","discipline 4","Power Upgrade and HVAC Works (CP4 Unfunded)","Dorchester South",47,52,732691,"Project name 1","2019/20"
"000001323529","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Tolworth",221,224,299225,"Project name 1","2015/16"
"000001323614","discipline 4","Platform PM costs","Effingham",56,58,317566,"Project name 3","2018/19"
"000001323381","discipline 4","Removal of redundant Canopy 03 Structure and supporting columns.","LSB Wimbledon ASC",75,76,708337,"Project name 3","2017/18"
"000001323614","discipline 4","Station Building Roof Repairs","Winchester",280,283,919528,"Project name 1","2017/18"
"000001323381","discipline 3","Ticket Office Refurb","Egham",835,836,922458,"Project name 2","2017/18"
"000001324726","Buildings","Platform repairs","Godalming",798,805,551451,"Project name 1","2017/18"
"000001324741","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","London Overground Stations",682,683,665462,"Project name 1","2016/17"
"000001323395","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","Southampton Central",248,253,862524,"Project name 3","2017/18"
"000001323416","discipline 4","Canopy and Box Gutter Repairs","Dorchester South",477,482,791053,"Project name 2","2015/16"
"000001323382","discipline 4","Asbestos management surveys","LSB Wimbledon ASC",340,341,487226,"Project name 2","2017/18"
"000001323625","discipline 3","Canopy repairs","Putney",28,29,487008,"Project name 3","2016/17"
"000001323587","Buildings","Glazing Repairs to Concourse Canopy","Walton on Thames",153,156,640508,"Project name 3","2015/16"
"000001323581","Electrification & Fixed Plant","Asbestos management surveys","Havant",526,527,775775,"Project name 2","2016/17"
"000001323532","discipline 4","Refurbish TCS Block","New Malden",94,95,147208,"Project name 2","2019/20"
"000001323690","discipline 4","Refurbish TCS Block","Axminster",631,635,865629,"Project name 1","2019/20"
"000001323614","discipline 4","Footbridge Repairs","Chetnole",184,186,130551,"Project name 2","2016/17"
"000001323515","Buildings","PPM & Reactive MDU L&E","Whitchurch",523,528,272501,"Project name 1","2016/17"
"000001323402","discipline 4","Platform repairs","MDU's",486,492,852336,"Project name 3","2018/19"
"000001323531","Electrification & Fixed Plant","Platform Repairs","Virginia Water",768,775,831321,"Project name 2","2017/18"
"000001323614","discipline 3","Car Park Resurfacing","Portchester",253,261,442937,"Project name 1","2019/20"
"000001323382","discipline 3","Canopy/Station Roof Repairs","New Malden",786,789,911717,"Project name 3","2015/16"
"000001323395","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Windsor & Eton Riverside",82,92,622992,"Project name 1","2019/20"
"000001323404","Buildings","Footbridge Repairs","Hinchley Wood",985,993,234780,"Project name 2","2017/18"
"000001323696","Buildings","Asbestos management surveys","Earlsfield",65,66,490249,"Project name 2","2018/19"
"000001323515","Electrification & Fixed Plant","Platform 2 Repairs","Moreton (Dorest)",696,698,966614,"Project name 1","2017/18"
"000001323520","Buildings","Footbridge Repairs","Alton",227,230,596460,"Project name 2","2018/19"
"000001323690","Buildings","HVAC Renewal","Micheldever",629,636,279404,"Project name 3","2016/17"
"000001323532","discipline 3","Canopy/Station Roof Repairs","Surbiton",903,906,466624,"Project name 2","2019/20"
"000001323690","discipline 3","Platform repairs","Micheldever",997,999,555944,"Project name 1","2016/17"
"000001323393","discipline 4","Ticket Office Refurb","Romsey",850,851,291564,"Project name 1","2018/19"
"000001323696","discipline 3","Platform repairs.","Brockenhurst",90,98,170654,"Project name 3","2019/20"
"000001323711","discipline 3","Ticket Office Refurb","Portchester",676,681,905070,"Project name 3","2017/18"
"000001323402","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","Redbridge",552,554,161592,"Project name 1","2015/16"
"000001324741","discipline 3","Refurbish Fleet Tech Block","Farncombe",880,887,818032,"Project name 3","2018/19"
"000001323393","discipline 3","Refurbish TCS Block","Whitchurch",163,168,619649,"Project name 1","2018/19"
"000001323382","discipline 4","Platform repairs.","Weybridge",851,856,682421,"Project name 1","2015/16"
"000001323699","discipline 4","Canopy alterations. Contribution to TFL scheme","MDU Guildford ",81,82,224016,"Project name 1","2019/20"
"000001323515","Buildings","Canopy Repairs","Surbiton",1,5,955323,"Project name 3","2017/18"
"000001323579","discipline 4","Canopy Repairs","NDS Eastleigh LWRD",736,737,604261,"Project name 2","2019/20"
"000001323530","Electrification & Fixed Plant","Platform PM costs","Templecombe",154,162,808922,"Project name 1","2017/18"
"000001324726","discipline 4","Asbestos management surveys","LMD Bournemouth ",531,532,206014,"Project name 1","2015/16"
"000001323581","Electrification & Fixed Plant","Platform Repairs","Southampton Central",445,446,610505,"Project name 3","2015/16"
"000001323711","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","London Waterloo",3,6,305237,"Project name 3","2019/20"
"000001323688","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","Vauxhall",365,370,940041,"Project name 1","2019/20"
"000001323394","Buildings","Platform PM costs","Various",429,432,939629,"Project name 1","2016/17"
"000001323395","discipline 4","Refurbish Fleet Tech Block","Worcester Park",144,146,940290,"Project name 1","2017/18"
"000001323625","Electrification & Fixed Plant","Platform repairs.","Various",508,514,689354,"Project name 2","2015/16"
"000001323520","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","Whitchurch",948,949,911160,"Project name 3","2019/20"
"000001323625","Buildings","Platform Repairs","LMD Bournemouth ",260,262,870223,"Project name 3","2018/19"
"000001323515","Electrification & Fixed Plant","HVAC Renewal","Winchester",294,295,217097,"Project name 2","2015/16"
"000001323565","discipline 4","Platform PM costs","Windsor & Eton Riverside",823,828,867376,"Project name 2","2019/20"
"000001323538","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","Portchester",853,862,621477,"Project name 1","2016/17"
"000001323711","discipline 4","PPM & Reactive MDU L&E","Portchester",760,762,391231,"Project name 2","2018/19"
"000001323699","Electrification & Fixed Plant","Car Park Resurfacing","Island Line Stations",920,921,448760,"Project name 3","2016/17"
"000001323520","discipline 4","Platform 2 Repairs","Wraysbury",281,286,153636,"Project name 3","2019/20"
"000001323688","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","Botley",185,187,359708,"Project name 2","2018/19"
"000001323515","Buildings","Platform 2 Repairs","St Margarets",745,748,856028,"Project name 3","2018/19"
"000001323587","discipline 3","Refurbish Fleet Tech Block","Raynes Park",390,392,315865,"Project name 1","2017/18"
"000001323688","Buildings","Canopy alterations. Contribution to TFL scheme","Weybridge",455,457,780070,"Project name 2","2017/18"
"000001323515","discipline 4","Canopy and Box Gutter Repairs","Thames Ditton",65,71,408483,"Project name 3","2019/20"
"000001323530","discipline 4","Station Building Roof Repairs","Brentford",824,830,998414,"Project name 2","2018/19"
"000001323519","discipline 4","Canopy Repairs","Upper Halliford",943,944,788624,"Project name 1","2017/18"
"000001323529","Buildings","Platform 2 Repairs","Worcester Park",117,122,312024,"Project name 1","2016/17"
"000001323625","Electrification & Fixed Plant","Footbridge Repairs","Woking ",969,970,190116,"Project name 3","2018/19"
"000001323531","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Andover",530,531,964558,"Project name 2","2015/16"
"000001323515","discipline 4","Platform repairs","Shepperton",292,296,225062,"Project name 1","2019/20"
"000001323625","discipline 4","Platform PM costs","Wimbledon LMD",503,509,584125,"Project name 1","2018/19"
"000001323519","Buildings","Canopy/Station Roof Repairs","NDS's",981,983,486083,"Project name 2","2019/20"
"000001323520","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","NDS Eastleigh LWRD",145,147,992433,"Project name 2","2016/17"
"000001323383","Buildings","Canopy alterations. Contribution to TFL scheme","NDS Effingham ",56,61,263066,"Project name 3","2018/19"
"000001324726","discipline 4","Waterproofing works to LUL areas","Southampton Central",9,11,229232,"Project name 1","2019/20"
"000001323381","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Winchfield",992,995,325219,"Project name 1","2015/16"
"000001323521","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Putney",639,645,612492,"Project name 2","2016/17"
"000001323587","Buildings","Ticket Office Refurb","SSWT Stations",183,187,392308,"Project name 2","2016/17"
"000001323382","Buildings","Waterproofing works to LUL areas","NDS Eastleigh LWRD",181,188,899619,"Project name 2","2017/18"
"000001323521","Buildings","HVAC Renewal","NDS Eastleigh LWRD",213,218,517891,"Project name 1","2018/19"
"000001323402","discipline 4","Car Park Resurfacing","Berrylands",301,302,390359,"Project name 3","2016/17"
"000001323699","discipline 3","Glazing Repairs to Concourse Canopy","Windsor & Eton Riverside",321,326,717785,"Project name 1","2016/17"
"000001323395","discipline 3","Glazing Repairs to Concourse Canopy","Thornford",224,225,684142,"Project name 3","2019/20"
"000001323699","discipline 3","Canopy alterations. Contribution to TFL scheme","Walton on Thames",168,173,476362,"Project name 2","2016/17"
"000001323381","Electrification & Fixed Plant","Platform 2 Repairs","Windsor & Eton Riverside",425,431,827532,"Project name 2","2019/20"
"000001323578","discipline 3","Canopy repairs","LMD Ryde ",203,209,947359,"Project name 1","2015/16"
"000001323529","discipline 4","Car Park Resurfacing","South West Trains Stations",953,957,239192,"Project name 3","2016/17"
"000001323614","Electrification & Fixed Plant","Car Park Resurfacing","Teddington",280,283,891540,"Project name 1","2018/19"
"000001324726","discipline 3","Canopy Repairs","Upwey",924,932,505197,"Project name 2","2018/19"
"000001323381","Buildings","Ticket Office Refurb","Southampton Central",18,26,123482,"Project name 3","2017/18"
"000001323538","discipline 3","Canopy alterations. Contribution to TFL scheme","Norbiton",212,216,418805,"Project name 1","2016/17"
"000001323538","Electrification & Fixed Plant","Footbridge Repairs","Winnersh Triangle",667,668,264408,"Project name 3","2016/17"
"000001323697","Buildings","Car Park Resurfacing","Sunnymeads",446,447,910026,"Project name 3","2018/19"
"000001323690","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Norbiton",258,262,352983,"Project name 1","2018/19"
"000001323627","discipline 4","Platform PM costs","Farnborough (Main)",918,926,187370,"Project name 3","2016/17"
"000001323416","discipline 3","Canopy Repairs","Various",230,233,927079,"Project name 1","2019/20"
"000001323711","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Sunnymeads",867,871,402824,"Project name 1","2015/16"
"000001323578","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","Ascot",320,325,944604,"Project name 2","2019/20"
"000001323530","discipline 4","Ticket Office Refurb","Strawberry Hill",682,687,781980,"Project name 1","2015/16"
"000001323393","discipline 3","Glazing Repairs to Concourse Canopy","Brentford",627,631,821311,"Project name 2","2019/20"
"000001323520","Buildings","Footbridge Repairs","LMD Basingstoke",43,45,857723,"Project name 3","2016/17"
"000001323416","Buildings","Platform repairs","Stoneleigh",252,254,975388,"Project name 2","2019/20"
"000001323515","discipline 3","Rewire/Relight","Teddington",457,458,633204,"Project name 2","2015/16"
"000001323690","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Earlsfield",28,32,920326,"Project name 2","2016/17"
"000001323581","Buildings","Ticket Office Refurb","Chertsey",306,308,356564,"Project name 3","2017/18"
"000001323416","Electrification & Fixed Plant","Platform Repairs","Ashford (Middlesex)",466,470,888753,"Project name 2","2016/17"
"000001323625","discipline 4","Canopy repairs","LMD's",687,694,590057,"Project name 2","2016/17"
"000001324741","Buildings","Platform 2 Repairs","Shawford",908,910,854567,"Project name 3","2017/18"
"000001323565","Buildings","Car Park Resurfacing","Walton on Thames",173,176,566465,"Project name 1","2018/19"
"000001323529","discipline 4","Platform Repairs","Strawberry Hill",779,780,742519,"Project name 1","2018/19"
"000001323532","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","St Margarets",373,376,312891,"Project name 3","2018/19"
"000001323402","Buildings","Refurbish Fleet Tech Block","MDU's",720,723,960106,"Project name 1","2017/18"
"000001323578","Buildings","Canopy repairs","Moreton (Dorest)",736,738,194553,"Project name 3","2018/19"
"000001323519","Electrification & Fixed Plant","Refurbish Fleet Tech Block","Wimbledon LMD",128,134,671090,"Project name 3","2018/19"
"000001323711","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","Brentford",932,934,377472,"Project name 2","2018/19"
"000001323699","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","Sunbury",142,147,799418,"Project name 3","2016/17"
"000001323522","Electrification & Fixed Plant","Footbridge Repairs","Basingstoke",932,934,195025,"Project name 2","2019/20"
"000001323579","discipline 4","Canopy/Station Roof Repairs","Upper Halliford",172,176,434718,"Project name 3","2018/19"
"000001323614","discipline 3","Refurbish TCS Block","NDS's",146,149,100756,"Project name 2","2018/19"
"000001323531","discipline 3","Station Building Roof Repairs","Martins Heron",578,579,283326,"Project name 2","2019/20"
"000001323519","Buildings","Canopy repairs","Strawberry Hill",952,957,738274,"Project name 2","2016/17"
"000001323519","discipline 3","Platform PM costs","Upwey",500,504,132269,"Project name 1","2017/18"
"000001323690","discipline 3","Refurbish TCS Block","MDU's",301,302,209849,"Project name 2","2017/18"
"000001323696","discipline 3","Waterproofing works to LUL areas","Chetnole",605,611,417533,"Project name 1","2016/17"
"000001324741","discipline 3","Canopy/Station Roof Repairs","Norbiton",341,344,965655,"Project name 3","2016/17"
"000001323614","discipline 3","Platform PM costs","Virginia Water",667,672,139491,"Project name 2","2018/19"
"000001323521","Electrification & Fixed Plant","Platform repairs.","Putney",982,983,896290,"Project name 2","2017/18"
"000001323393","discipline 4","HVAC Renewal","LMD Ryde ",21,25,514348,"Project name 3","2016/17"
"000001323393","Buildings","Asbestos management surveys","Thames Ditton",383,387,466271,"Project name 3","2017/18"
"000001323416","discipline 3","Canopy Repairs","Motspur Park",334,336,727460,"Project name 3","2019/20"
"000001323520","Buildings","Car Park Resurfacing","Brentford",107,110,163622,"Project name 1","2019/20"
"000001323690","Electrification & Fixed Plant","Platform repairs.","LMD Ryde ",431,436,907729,"Project name 3","2016/17"
"000001323515","discipline 3","Glazing Repairs to Concourse Canopy","Dorchester South",879,884,998396,"Project name 2","2016/17"
"000001323416","discipline 3","Canopy repairs","LSB Wimbledon ASC",469,470,627203,"Project name 1","2015/16"
"000001323614","Buildings","Platform PM costs","LMD Basingstoke",965,975,177401,"Project name 2","2018/19"
"000001323614","discipline 4","Glazing Repairs to Concourse Canopy","St Margarets",929,931,704735,"Project name 2","2016/17"
"000001323565","Electrification & Fixed Plant","Platform Repairs","Ascot",228,231,127629,"Project name 2","2017/18"
"000001323581","Electrification & Fixed Plant","Canopy Repairs","Dorchester South",114,115,708805,"Project name 1","2015/16"
"000001323711","Electrification & Fixed Plant","Platform Repairs","Hinchley Wood",761,764,343819,"Project name 3","2018/19"
"000001323404","discipline 4","Canopy/Station Roof Repairs","Winnersh Triangle",605,613,602937,"Project name 1","2018/19"
"000001323565","Electrification & Fixed Plant","Refurbish Fleet Tech Block","NDS's",413,414,587979,"Project name 1","2018/19"
"000001323522","discipline 3","Glazing Repairs to Concourse Canopy","Earlsfield",626,631,451005,"Project name 3","2016/17"
"000001323531","Buildings","Platform repairs.","Chertsey",46,49,165482,"Project name 1","2017/18"
"000001323530","discipline 3","Refurbish Fleet Tech Block","Farncombe",958,963,337602,"Project name 2","2017/18"
"000001323614","discipline 4","Rewire/Relight","LMD Ryde ",696,700,135583,"Project name 3","2018/19"
"000001323402","discipline 3","Canopy Repairs","Romsey",705,706,100774,"Project name 2","2019/20"
"000001323382","discipline 3","Platform repairs","Ascot",815,816,172064,"Project name 1","2017/18"
"000001323530","discipline 3","Platform 2 Repairs","Redbridge",102,104,937358,"Project name 2","2017/18"
"000001323587","Electrification & Fixed Plant","Canopy Repairs","Alton",685,687,259972,"Project name 1","2015/16"
"000001323395","Buildings","Refurbish TCS Block","LSB's",457,463,645003,"Project name 1","2016/17"
"000001323382","discipline 3","Canopy repairs","LSB's",135,137,858315,"Project name 2","2015/16"
"000001323519","Buildings","Canopy/Station Roof Repairs","LSB Wimbledon ASC",407,409,649576,"Project name 3","2018/19"
"000001323690","discipline 4","Platform repairs","Upper Halliford",947,950,443935,"Project name 1","2015/16"
"000001323522","discipline 4","Platform PM costs","Basingstoke",430,431,454813,"Project name 1","2018/19"
"000001323578","Electrification & Fixed Plant","Canopy alterations. Contribution to TFL scheme","Thames Ditton",755,757,821361,"Project name 2","2015/16"
"000001323688","discipline 4","HVAC Renewal","LMD's",141,146,792817,"Project name 3","2019/20"
"000001323381","Buildings","Platform repairs.","Christchurch",897,898,537572,"Project name 3","2017/18"
"000001323395","Buildings","PPM & Reactive MDU L&E","Kew Bridge",551,553,533252,"Project name 1","2015/16"
"000001323614","discipline 3","Canopy/Station Roof Repairs","Pokesdown",241,242,780050,"Project name 3","2016/17"
"000001323578","discipline 3","Station Building Roof Repairs","Poole",749,750,476434,"Project name 1","2019/20"
"000001323688","discipline 4","Platform Repairs","Millbrook",292,293,542678,"Project name 1","2016/17"
"000001323521","Buildings","Refurbish TCS Block","NDS Eastleigh LWRD",815,816,616818,"Project name 2","2017/18"
"000001323532","Electrification & Fixed Plant","Refurbish TCS Block","LSB Bournemouth SCC",769,774,865538,"Project name 3","2017/18"
"000001323381","discipline 4","Car Park Resurfacing","Micheldever",402,405,374414,"Project name 3","2016/17"
"000001323688","discipline 3","Canopy alterations. Contribution to TFL scheme","Crewkerne",159,167,702758,"Project name 2","2019/20"
"000001323529","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Micheldever",566,572,935740,"Project name 1","2017/18"
"000001323690","Buildings","Platform 2 Repairs","Southampton Central",174,175,907845,"Project name 2","2015/16"
"000001323529","Buildings","Platform PM costs","LSB Bournemouth SCC",138,141,540928,"Project name 3","2019/20"
"000001323711","discipline 4","Asbestos management surveys","Effingham Junction",322,327,304980,"Project name 3","2019/20"
