ID,Asset ID,Asset Discipline,Asset Roll-Up,Asset Key Cost Line,Asset Key Volume Line,Asset Work Description,Location,Start ELR,Start Mileage,Start Yards,End ELR,End Mileage,End Yards,TID,Remit Status,Deliverer,Project Number,Project Name,Delivery Year ,Volume,Volume CP4 Rollover,"Volume FY 2014/15","Volume FY 2015/16","Volume FY 2016/17","Volume FY 2017/18","Volume FY 2018/19",Total Volume,Funding Source,"Budget CP4 Rollover(£K)","Budget FY 2014/15(£K)","Budget FY 2015/16(£K)","Budget FY 2016/17(£K)","Budget FY 2017/18(£K)","Budget FY 2018/19(£K)","AFC(£K)"
WEX - 000315,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"IB king post wall at end bowing slightly toward track possible slope movement, ballast covering slope - repaired previous failure. removed terracing because appears to be re-grade behind sheetpile wall at start - another repaired previous failure.",Horsley Cutting,NGL,21,1423,,21,1540,,Unremitted,IP Wessex: B&C ,,,2018/19,80,,0,0,0,0,80,80,Geotechnical,,,,,,107.00,107.00
WEX - 000316,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,"Portal slope; re-grade - repaired previous failure. cutting; slight stepped crest present, slope washout feature, slight earthflow and terracing present.",Foxhills Tunnel Cutting London End,PAA1,30,1320,,30,1401,,Unremitted,IP Wessex: B&C ,,,2018/19,1,,0,0,0,0,1,1,Geotechnical,,,,,,135.00,135.00
WEX - 000317,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"Portal slope; re-grade - repaired previous failure. cutting; slight stepped crest present, slope washout feature, slight earthflow and terracing present.",Foxhills Tunnel Cutting London End,PAA1,30,1320,,30,1401,,Unremitted,IP Wessex: B&C ,,,2018/19,80,,0,0,0,0,80,80,Geotechnical,,,,,,18.00,18.00
WEX - 000318,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,Historic Landslip forming terraced midslope and toe bulge. The toe is progressing towards the track and could cause a gauge issue in the future. Monitoring.,Players Cresent,TTF,83,1320,,83,1410,,Unremitted,IP Wessex: B&C ,,,2018/19,1,,0,0,0,0,1,1,Geotechnical,,,,,,6.00,6.00
WEX - 000319,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Historic Landslip forming terraced midslope and toe bulge. The toe is progressing towards the track and could cause a gauge issue in the future. Monitoring.,Players Cresent,TTF,83,1320,,83,1410,,Unremitted,IP Wessex: B&C ,,,2018/19,80,,0,0,0,0,80,80,Geotechnical,,,,,,23.00,23.00
WEX - 000320,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,"IB slope shows signs of slip history with occ' rounded back scars in mid/upper slope. newish cable troughing works could have involved some reprofiling efforts. large trees line crest lean toward track. ponding m s low mg. ""incomplete""",Haslemere Cutting,WPH1,42,0770,,42,0880,,Unremitted,IP Wessex: B&C ,,,2018/19,1,,0,0,0,0,1,1,Geotechnical,,,,,,6.00,6.00
WEX - 000321,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"IB slope shows signs of slip history with occ' rounded back scars in mid/upper slope. newish cable troughing works could have involved some reprofiling efforts. large trees line crest lean toward track. ponding m s low mg. ""incomplete""",Haslemere Cutting,WPH1,42,0770,,42,0880,,Unremitted,IP Wessex: B&C ,,,2018/19,80,,0,0,0,0,80,80,Geotechnical,,,,,,23.00,23.00
WEX - 000322,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,Benched & cut back toe. Fresh ballast covering sleeper ends. Remove loose tree branches & fallen saplings / trees on slope & crest - dangerous if they fall onto track. Confirm historic comments. Build-up of veg debris behind crest fence towards hm. Fence ,Camberley Cutting,AAV,34,0880,,49,0990,,Unremitted,IP Wessex: B&C ,,,2018/19,6,,0,0,0,0,6,6,Geotechnical,,,,,,362.00,362.00
WEX - 000323,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Benched & cut back toe. Fresh ballast covering sleeper ends. Remove loose tree branches & fallen saplings / trees on slope & crest - dangerous if they fall onto track. Confirm historic comments. Build-up of veg debris behind crest fence towards hm. Fence ,Camberley Cutting,AAV,34,0880,,49,0990,,Unremitted,IP Wessex: B&C ,,,2018/19,480,,0,0,0,0,480,480,Geotechnical,,,,,,135.00,135.00
WEX - 000324,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Renewal,Remove the chalk scree at the base of the tunnel portal and build a scree retaining wall.,Winchester Tunnel Cutting,BML1,62,0499,,62,0449,,Unremitted,IP Wessex: B&C ,,,2016/17,1,,0,0,1,0,0,1,Geotechnical,,,,60.00,,,60.00
WEX - 000325,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Remove the chalk scree at the base of the tunnel portal and build a scree retaining wall.,Winchester Tunnel Cutting,BML1,62,0499,,62,0449,,Unremitted,IP Wessex: B&C ,,,2016/17,90,,0,0,90,0,0,90,Geotechnical,,,,18.00,,,18.00
WEX - 000326,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Renewal,Tunnel Portal has scree at the toe. ,Bincombe Tunnel 1 Cutting London End,BML3,164,0976,,165,0313,,Unremitted,IP Wessex: B&C ,,,2015/16,2,,0,2,0,0,0,2,Geotechnical,,,163.00,,,,163.00
WEX - 000327,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Tunnel Portal has scree at the toe. ,Bincombe Tunnel 1 Cutting London End,BML3,164,0976,,165,0313,,Unremitted,IP Wessex: B&C ,,,2015/16,180,,0,180,0,0,0,180,Geotechnical,,,50.00,,,,50.00
WEX - 000328,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Renewal,"Small blocks in cess look old. No sign of recent failures or deterioration. Sandstone undercut 1m by foot bridge. Updated at desk following site visit. Used ravelling to force to PoorExam:Ross Paterson, Network Rail (SER): 04/07/11: used ravelling to for",Gomshall Cutting,RSJ,36,0015,,36,0107,,Unremitted,IP Wessex: B&C ,,,2016/17,1,,0,0,1,0,0,1,Geotechnical,,,,75.00,,,75.00
WEX - 000329,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"Small blocks in cess look old. No sign of recent failures or deterioration. Sandstone undercut 1m by foot bridge. Updated at desk following site visit. Used ravelling to force to PoorExam:Ross Paterson, Network Rail (SER): 04/07/11: used ravelling to for",Gomshall Cutting,RSJ,36,0015,,36,0107,,Unremitted,IP Wessex: B&C ,,,2016/17,90,,0,0,90,0,0,90,Geotechnical,,,,23.00,,,23.00
WEX - 000330,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Renewal,Rock cutting is weathering which is resulting in scree collecting in the Cess. Block failure is a possibility. Consider rock bolting and netting the slope.,Andover Rock Cuttings 1,BAE1,76,1702,,77,0003,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,59.00,,59.00
WEX - 000331,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Rock cutting is weathering which is resulting in scree collecting in the Cess. Block failure is a possibility. Consider rock bolting and netting the slope.,Andover Rock Cuttings 1,BAE1,76,1702,,77,0003,,Unremitted,IP Wessex: B&C ,,,2017/18,90,,0,0,0,90,0,90,Geotechnical,,,,,18.00,,18.00
WEX - 000332,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,"400m of unstable earthworks with multiple failures, moisture sensitive clays, one 5 chain length was to be delivered in CP4, but other failures adjacent made it more practicable to renew the whole section in CP5 year one, costs fully estimated",Abbey Road Cutting,SDP1,13,1100,,13,1200,,Remitted,IP Wessex: B&C ,114928,Abbey Rd Cutting Preventative,2015/16,4,,0,4,0,0,0,4,Geotechnical,,402.00,600.00,,,,"1,002.00"
WEX - 000333,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Geotechnical Drainage ,CP5 Drainage Year 1,NMS2,13,1026,,14,0872,,Remitted,IP Wessex: B&C ,141428,CP5 Drainage Year 1,2014/15,560,,560,0,0,0,0,560,Geotechnical,,784.00,,,,,784.00
WEX - 000334,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Earthworks drainage renewals,Windsor,SWE,21,0009,,24,0670,,Unremitted,IP Wessex: B&C ,,,,0,,0,0,0,0,0,0,Geotechnical,,,,,,,0.00
WEX - 000335,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Soil cutting in need of significannt toe drain and track drainage refurbishment.,Wokingham,GTW2,58,1454,,61,1207,,Unremitted,IP Wessex: B&C ,,,2016/17,"1,920",,0,0,"1,920",0,0,1920,Geotechnical,,,,393.00,,,393.00
WEX - 000336,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Soil cutting in need of significannt toe drain and track drainage refurbishment.,Ash Vale,GTW1,34,0696,,35,0471,,Unremitted,IP Wessex: B&C ,,,2017/18,"1,920",,0,0,0,"1,920",0,1920,Geotechnical,,,,,482.00,,482.00
WEX - 000337,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Soil cutting in need of significannt toe drain and track drainage refurbishment.,Fleet,BML1,34,1463,,35,1385,,Unremitted,IP Wessex: B&C ,,,2018/19,"1,920",,0,0,0,0,"1,920",1920,Geotechnical,,,,,,597.00,597.00
WEX - 000338,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,"CP4 & 5. Poor condition earthwork. Soft toe on a flood plain, crest widening. Very poor track quality.",Liphook Station (Country End) Embankment,WPH1,47,0127,,47,0438,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2014/15,3,,3,0,0,0,0,3,Geotechnical,,403.00,,,,,403.00
WEX - 000339,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,The examination process brings in a large number of additional defects that require a level of treatment to prevent further failure mechanisims materialising ,Refurbishment - reactive,0,0,,,0,,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2014/15,0,,0,0,0,0,0,0,Geotechnical,,0.00,,,,,0.00
WEX - 000340,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,The examination process brings in a large number of additional defects that require a level of treatment to prevent further failure mechanisims materialising ,Refurbishment - reactive,0,0,,,0,,,Unremitted,IP Wessex: B&C ,,,2015/16,9,,0,9,0,0,0,9,Geotechnical,,,335.00,,,,335.00
WEX - 000341,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,The examination process brings in a large number of additional defects that require a level of treatment to prevent further failure mechanisims materialising ,Refurbishment - reactive,0,0,,,0,,,Unremitted,IP Wessex: B&C ,,,2016/17,3,,0,0,3,0,0,3,Geotechnical,,,,282.00,,,282.00
WEX - 000342,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,The examination process brings in a large number of additional defects that require a level of treatment to prevent further failure mechanisims materialising ,Refurbishment - reactive,0,0,,,0,,,Unremitted,IP Wessex: B&C ,,,2017/18,5,,0,0,0,5,0,5,Geotechnical,,,,,320.00,,320.00
WEX - 000343,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,The examination process brings in a large number of additional defects that require a level of treatment to prevent further failure mechanisims materialising ,Refurbishment - reactive,0,0,,,0,,,Unremitted,IP Wessex: B&C ,,,2018/19,1,,0,0,0,0,1,1,Geotechnical,,,,,,175.00,175.00
WEX - 000344,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,The examination process brings in a large number of additional defects that require a level of treatment to prevent further failure mechanisims materialising ,Refurbishment - reactive,0,0,,,0,,,Unremitted,IP Wessex: B&C ,,,2016/17,8,,5,0,3,0,0,8,Geotechnical,,"1,500.00",,106.00,,,"1,606.00"
WEX - 000345,,Structures,Structures - Structures Other,,Structures - Hazard Management,Falls from height project - installation of edge protection,Various sites - unprotected edges,0,0,,,0,,,Unremitted,Maintenance: B&C,145216,DUWSX0 14/15 WSX Structures Working at Height 2014-15,2014/15,0,,0,0,0,0,0,0,Structures,,300.00,,,,,300.00
WEX - 000346,,Structures,Structures - Footbridges,Structures - Footbridges,Structures - Repair,Public Footbridge repair and paint,Twickenham,RDG1,11,1800,,11,1800,,Unremitted,IP Wessex: B&C ,137676,Twickenham Station and Platform Enhancement Works,2014/15,113,,113,0,0,0,0,113,Structures,,232.00,,,,,232.00
WEX - 000347,,Structures,Structures - Structures Other,Structures - Hazard Management,Structures - Non-Volume,All asset type review for CAM submission,WESSEX CAM,N//A,N/A,N/A,,N/A,N/A,,Unremitted,IP Wessex: B&C ,145037,DUWSX0 14/15 CAM Business Plan resubmission,2014/15,0,,0,0,0,0,0,0,Structures,,320.00,,,,,320.00
WEX - 000348,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,Reactive Earthwork Repair and Additional Efficient Earthwork Volume Delivery,BOTLEY,ETF,79,0812,,80,0090,,Remitted,IP Wessex: B&C ,141424,Botley Embankment Emergency,2014/15,5,,5,0,0,0,0,5,Geotechnical,,"3,237.00",,,,,"3,237.00"
WEX - 000349,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,Reactive Earthwork Repair ,CREWKERNE,BAE2,130,0740,,130,1380,,Remitted,IP Wessex: B&C ,141589,Crewekerne Slip Emergency,2015/16,2,,1,1,0,0,0,2,Geotechnical,,"1,241.00",,,,,"1,241.00"
WEX - 000350,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,Reactive Earthwork Repair ,YEOVIL EMBANKMENT,BAE2,122,1349,,122,1435,,Remitted,IP Wessex: B&C ,141289,Yeovil Embankment Repair,2014/15,1,,1,0,0,0,0,1,Geotechnical,,"1,027.00",,,,,"1,027.00"
WEX - 000351,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,Reactive Earthwork Repair ,SANDOWN IOW,IOW,6,0440,,6,0440,,Remitted,IP Wessex: B&C ,141587,IOW Sandown Cutting,2014/15,1,,1,0,0,0,0,1,Geotechnical,,"2,383.00",,,,,"2,383.00"
WEX - 000352,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,Reactive Earthwork Repair,LIPHOOK EMBANKMENT,WPH1,48,0550,,48,0660,,Remitted,IP Wessex: B&C ,149786,,2015/16,1,,0,1,0,0,0,1,Geotechnical,,10.00,270.00,,,,280.00
WEX - 000353,,Geotechnical,,Holding Provision Geotechnical,Not Applicable,CP5 Year 1 Geotech Insurance,Multiple,NA,NA,NA,,NA,NA,,,IP Wessex: B&C ,,,2014/15,0,,0,0,0,0,0,0,Geotechnical,,"-5,000.00",,,,,"-5,000.00"
WEX - 000354,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,Allington Lane- Reactive,ALLINGTON LANE,ETF,75,0157,,75,0220,,Unremitted,IP Wessex: B&C ,145663,Allington Lane Embankment,2015/16,2,,0,2,0,0,0,2,Geotechnical,,750.00,,,,,750.00
WEX - 000355,,Geotechnical,,Holding Provision Geotechnical,,Accelerated Development of CP5 Year3 -5 Geotechnical Schemes,Various,Various,0,,,0,,,Unremitted,IP Wessex: B&C ,146097,Earthworks Development Yr 3-5,2014/15,0,,0,0,0,0,0,0,Geotechnical,,500.00,300.00,,,,800.00
WEX - 000356,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"Geotechnical Drainage Refurb, Maintenance and Renew 15/16",Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,"2,600",,0,"2,600",0,0,0,2600,Geotechnical,,,"1,026.00",,,,"1,026.00"
WEX - 000357,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,Geotechnical Embankment Maintenance 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,42,,0,42,0,0,0,42,Geotechnical,,,"1,496.00",,,,"1,496.00"
WEX - 000358,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,Geotechnical Embankment Refurbish 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,15,,0,15,0,0,0,15,Geotechnical,,,836.00,,,,836.00
WEX - 000359,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal,Geotechnical Embankment Renew 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,8,,0,8,0,0,0,8,Geotechnical,,,,,,,0.00
WEX - 000360,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Maintenance,Geotechnical Soil Cutting Maintenance 15/15,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,45,,0,45,0,0,0,45,Geotechnical,,,212.00,,,,212.00
WEX - 000361,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,Geotechnical Soil Cutting Mainatance 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,24,,0,24,0,0,0,24,Geotechnical,,,"1,486.00",,,,"1,486.00"
WEX - 000362,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,Geotechnical Soil Cutting Refurb 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,2,,0,2,0,0,0,2,Geotechnical,,,19.00,,,,19.00
WEX - 000363,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Maintenance,Geotechnical Rock Cutting Maintenance 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,2,,0,2,0,0,0,2,Geotechnical,,,100.00,,,,100.00
WEX - 000364,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Refurbishment,Geotechnical Rock Cutting Refurb 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,2,,0,2,0,0,0,2,Geotechnical,,,163.00,,,,163.00
WEX - 000365,,Geotechnical,Geotechnical - Rock Cuttings,Geotechnical - Rock Cuttings,Geotechnical - Renewal,Geotechnical Rock Cuttong Renew 15/16,Various,Various,N/A,N/A,,N/A,N/A,,,IP Wessex: B&C ,,,2015/16,4,,0,4,0,0,0,4,Geotechnical,,,600.00,,,,600.00
WEX - 000366,,Structures,Structures - Structures Other,Structures - Hazard Management,Structures - Non-Volume,Mitigation measures at high risk RVI sites,RVI,Various,Various,Various,,Various,Various,,,IP Wessex: B&C ,,,2015/16,,,,,,,,,Geotechnical,,,300.00,,,,300.00
